index,type,line
9148,true,current ranking of the applicable story chamber is 0th
9149,true,fifth bookmark has been initiated
9150,true,you will be accredited with victory points if you win the applicable warfare
9151,false,cutting down outer gods have become quite a habit now
9152,false,mme too me too
9153,false,if you regret it then its not too late to
9154,true,you have sided with the BLANK
9155,false,that guy paid my debt
9156,true,many constellations are envying your incarnation body
9157,false,NEBULA can lend you aid descendant
9158,false,get out of the way or die
9159,false,how amusing oh great angels are you running away
9160,true,0th turns BLANK is sighing in lamentation at the sun
9161,false,those are simply a part of ones path to attain buddhahood
9162,false,hum hum we will continue with the awards
9163,false,baaat baat
9164,true,the status of this constellation is too high
9165,false,according to the legend there are three suns in NEBULA
9166,false,now your enemies should be able to spot your complete surrender from even afar
9167,false,i was just talking to myself very well i accept your offer lets try out this archangel hunting thing then
9168,true,new story is germinating in you
9169,false,call out a different worldline
9170,true,the unidentified wall said i was told not to send it
9171,true,constellation the BLANK is calling out to you
9172,false,its really been entertaining demon king of salvation
9173,true,demon king BLANK is scanning the battlefield
9174,true,a new feature has been enabled
9175,true,incarnation BLANK has temporarily transferred his share of the giant story
9176,false, the presence of an inferior scenario how do you hear me
9177,true,the constellation BLANK has been expelled from the room
9178,true,constellation BLANK is incarnating
9179,true,a portion of nebula NEBULA constellations argue that they need to make an example out of the BLANK
9180,false,weaker than i thought i thought you could afford this much because you are a constellation
9181,true,the absolute majority of constellations are watching your entry into the BLANK
9182,true,your resurrection has increased your fame among the incarnations
9183,true,story BLANK cant come up with what will happen next
9184,true,the demon king BLANK is enthusiastic about the battle
9185,true,worldview has accepted your reply
9186,false,sword masters great magicians reincarnators returnees what is new about this story i dont know how such a product can be considered as BLANK
9187,false,just because of this then you should punish those who attacked theseus do you know who it is
9188,false,the plate of revelation
9189,true,constellation BLANK is unleashing her power
9190,false,dont be senseless i want you to be different from the other constellations
9191,true,your position in the night sky will be refreshed
9192,false,0 spoke to me as i stared dumbfoundedly at the mirror my eyes blinking nonstop
9193,false,your tricks end here
9194,true,location for the scenario is shutting down
9195,false,bihyungnim just what is the meaning of
9196,true,many incarnations are paying homage to you
9197,false,welcome to the heart of steel NEBULA
9198,true,the fourth wall has become very thin
9199,false,merciful is that why you placed the fate on me
9200,true,the pages you cant read are opening
9201,true,many constellations are astonished by your choice
9202,false,the creation god
9203,false,the last gladiator of planet selegedon
9204,true,shares for BLANK in the applicable scenario is enormous
9205,true,the constellation BLANK has started reading the contract
9206,false,as expected
9207,true,the character BLANK is preparing the BLANK
9208,false,i shall not let any one of you abandon this worldline properly witness the end of the story you have created witness with your own eyes what kind of an end awaits for the world of your creation
9209,false,my thoughts are as thus
9210,false,excuse me hyungnims the higherups say that its about time we announce this years best candidates
9211,true,constellations of the demon realm have noticed your presence
9212,false,no i cant
9213,true,number of survivors on BLANK is 0
9214,true,BLANK will destroy all stories in this world
9215,true,0st turns BLANK is shocked
9216,false,ill eat you too
9217,false,creatures rise from death
9218,true,due to an unknown reason only a portion of the applicable individuals information can be viewed
9219,true,0st regional conflict has been forcibly concluded
9220,true,you have entered the armageddon battlefield the game will start after three minutes
9221,true,portion of stories have begun transplanting their worldviews to the new cabin
9222,true,someone is eyeing your story
9223,false,gyahhhhhhh
9224,true,0nd stage of the BLANK is still in activation
9225,false,hey you lot if you keep standing around looking dazed youll all die soon
9226,true,the constellation BLANK is surprised and looks at his incarnation
9227,true,great dokkaebis from the bureau are shocked by your intentions
9228,true,the BLANK story has become even richer
9229,false,then uriel
9230,true,new constellations have entered the bi0 channel
9231,true,all stories of NEBULA refuse to be recorded on the BLANK
9232,true,your BLANK is on the verge of completion
9233,false,however most of the constellations will be indifferent to you
9234,true,the story BLANK is afraid of the giant story
9235,false,maybe maybe not
9236,false,it is time to eat if you dont mind ive prepared something simple
9237,false,you seem to be good company whats your modifier i didnt have a chance to ask
9238,true,the constellation BLANK is holding his bamboo stick like he has been waiting
9239,true,constellation BLANK has agreed with your transfer to the next scenario
9240,false,im not a grandmother so the mass production maker should mind your words
9241,false,incarnation kim dokja join olympus
9242,false,oh aged stories its now time to uphold the promise of armageddon
9243,true,the absolute majority of constellations are respectful of BLANK
9244,false,the technique of a returnee how interesting
9245,false,ahahahahaha
9246,true,the BLANK has entered a temporary state of lull
9247,true,acquired coins will be halved as you have slaughtered lifeforms lacking defensive capability
9248,true,the constellation BLANK is looking at the yoo joonghyuk industrial complex
9249,true,the constellation BLANK has dropped his glass
9250,false,many in the audience cant close their slack jaws while watching this abrupt spectacle
9251,false,should we both come out or jophiel will you do it alone
9252,true,the balance of good and evil is shaking
9253,true,the mental state of the character BLANK is slightly restored
9254,false,if youre going to write about my story you shouldve at least read the fully translated journey to the west have you
9255,true,all citizens of the industrial complex are freed from your influence
9256,false,he has been alone for a very long time
9257,false,why do you think i called you
9258,true,the oldest good wishes for your elimination
9259,true,giant story BLANK is aiding you
9260,false,my child you will be the first BLANK with a channel
9261,false,BLANK has always been easier than BLANK even if you all disappear we will still remain
9262,true,the constellation BLANK wants to talk to you alone
9263,true,giant story BLANK is growling
9264,false, of
9265,false,damn this is the limit for this body this much is possible with the support of the probability
9266,true,0 worries has been disabled
9267,true,calamitys difficulty is abnormally high
9268,true,the 0th BLANK has begun
9269,false,ah hello
9270,false,shut it cant you see were still busy
9271,false,there are far too many unnecessary stories in this universe a process is required in order to eliminate them and to optimise everything that is what BLANK is
9272,false,and now he has become the BLANK monarch to destroy this world
9273,true,prisoner BLANK has received two penalty points even if i didnt hear kim namwoons curses i knew what the giants were
9274,true,constellation who likes to change genders wants a reward
9275,true,the constellation BLANK is opening his BLANK
9276,false,currently you have selected stay strong
9277,true,the character BLANK is showing vigilance towards you
9278,false,i am the demon king of salvation
9279,true,another defeat has been recorded on the constellation BLANK story
9280,true,the constellation BLANK is curious
9281,false,what is this bullshit i know that story but we gave back the story bag it was even double
9282,true,incarnation BLANK sponsor is protecting you
9283,true,the BLANK third theme has been completed
9284,false,now the next one is
9285,true,constellation BLANK is focusing her attention on you
9286,true,the unidentified wall has recognized its master as the incarnation BLANK
9287,false,queen the angry manu growled at persephone
9288,false,kim dokja im king heungmu the great
9289,false,the great dokkaebis arent bound by such private understandings
9290,true,the BLANK has controlled the character BLANK
9291,true,returning you to the original scenario isnt suitable
9292,false,god is watching everything is a human choice
9293,true,many citizens admire your courage
9294,false,does that mean you can read my private thoughts
9295,false,hmm is this the conflict between father and son that ive only ever heard about
9296,false,i know the BLANK
9297,true,constellations leaning towards absolute good are forming complicated expressions
9298,false,thus i have slightly adjusted the difficulty level as far as this sub scenario is concerned the individual constellations of the attackers and defenders will have equal levels
9299,false,did i say something wrong when she was bored she picked up a demons neck and did something strange
9300,true,your sponsors blessing is influencing you
9301,true,0 coins have been acquired as compensation for your achievement
9302,true,constellation BLANK isnt summoning any other incarnation bodies
9303,false,go and rescue kim dokja
9304,false,nno well it can be a tiiiiny bit different but but this universe is truly vast and countless kim dokjas are living out there in countless worldlines so
9305,false,i hate people who keep trying to pry secrets from me
9306,false,im sorry but i have to leave for a while
9307,true,you arent interested in the BLANK story
9308,true,the constellation BLANK is asking if kim dokja is really imprisoned
9309,true,the code has been lifted
9310,false,huh ah are you worried about me im fine im uriel after all
9311,false,i didnt say that
9312,false,either die or get lost choose one or the other
9313,false,if we cant stop this nonsensical development what are the streamers of this world worth
9314,false,this round cant be understood with your reading comprehension
9315,false,constellation
9316,true,constellation BLANK is silently nodding his head
9317,true,some constellation are paying attention to the transcendent namgung minyoung
9318,false,the game should be finished to the end demon kings
9319,false,thats the end of all stories it seems
9320,true,the constellation BLANK has appeared in the 0rd demon realm
9321,false, ohh oh
9322,true,great dokkaebis are greatly astonished
9323,true,BLANK is letting out a violent roar
9324,true,the constellation BLANK feels sorry
9325,false,thats right it has been a while puppet of the oldest dream
9326,false,liberator BLANK is a much broader concept than you think the fate given to you by olympus is only a speck of dust in the world the real fate is inevitable if you avoid it probability must be distorted
9327,true,the constellation BLANK wants good to win
9328,false,i am ready to die at any time shall we fight
9329,false,the scenario is really heading towards
9330,false,she has returned to the providence of the cosmos that is all everything is simply an empty revolution of the wheel
9331,true,a portion of your skills have been unlocked
9332,true,warning you do not have the authority of BLANK
9333,true,you have been given the administrative rights of the room of secrets
9334,false,what makes you say that
9335,true,the story BLANK has been repeated
9336,false, frag ment of the la st wall and
9337,true,some nebulas are keeping an eye on your groups next move
9338,false,no one has died tonight
9339,true,stigma BLANK is currently active
9340,false,ohooooooh
9341,false,thats impossible
9342,false,the qualification to watch the end of this worldline with me that is
9343,true,some constellations are staring at you with amazement
9344,false, the past and pre sent arent dif fe rent from the fu ture on ly free will is le ft
9345,true,the scenario has entered a temporary state of lull
9346,true,the exclusive skill BLANK stage 0 has been activated
9347,true,small number of constellations are flustered by your sudden entrance
9348,false,isnt this quite beautiful metatron this is our end
9349,false,i guess itll be difficult this time
9350,true,the message was sent to random constellations because no recipient was entered
9351,true,the invasion of BLANK has commenced
9352,true,the 0th main scenario has ended
9353,true,exclusive skill BLANK has been perfectly defended against by another BLANK
9354,false, what will you do about the skill you didnt acquire any new skills
9355,false,dokja
9356,true,sub scenario  myth subversion has been completed
9357,false,hahaha i will have the story of the iron blood supreme king
9358,true,fragment of a story BLANK has activated
9359,false,who is yoo joonghyuk
9360,true,the constellation BLANK is asking for help
9361,true,you have acquired the modifier syllable BLANK
9362,false,the times have changed only this much history
9363,true,the power of the item BLANK leather gloves is triggered
9364,false,im becoming curious why do you want to reach  no other constellations have every built up achievement like you are you dreaming of a BLANK
9365,true,the star stream has corrected the balance of this scenario
9366,true,the constellation BLANK is despairing at the tragic situation
9367,false,introducing the first giant
9368,true,the absolute majority of constellations remember the situation from back then
9369,true,BLANK has increased its thickness
9370,true,first episode has begun
9371,false,what are you waiting for there cant be a better scenario than this one for you
9372,true,scenario journey to the west remake is entering its final phase
9373,true,constellation BLANK is activating BLANK
9374,true,the constellation BLANK is staring at you with astonishment
9375,false,dont tell me
9376,false,even still id like to see the end of this world with that story
9377,false,its great even narrativegrade constellations cant easily rush at you now
9378,false,he is a demon king from his modifier send him back
9379,true,the BLANK has been used
9380,true,the BLANK asks why do you like him
9381,true,nebula BLANK is unleashing the giant storys status
9382,true,constellation BLANK is revealing her presence
9383,true,the excessive use of bookmark can leave a permanent injury on your soul
9384,false,tthe island its its moving
9385,true,the attack power of the party is greatly increased in proportion to the desperation of their lives
9386,true,the constellation BLANK is observing your atrocious acts
9387,true,you cant read the target with the information you have
9388,true,demon king BLANK has selected his affiliated camp
9389,false,this is your first time here who introduced you
9390,true,the citizens of the kim dokja industrial complex have received the BLANK
9391,false,you dont know what is the story of the demon king of salvation
9392,false,stop this
9393,true,the constellation BLANK is snapping at the BLANK spying on you
9394,false,ugh eek eeek i feel like there is a parasite in my stomach
9395,true,constellation BLANK asks why thats the case
9396,false,captain there isnt much time
9397,false,sowarmsowarmsowarmsowarm
9398,true,a star fluid has been ingested for the first time
9399,true,the 0nd grade monster species the BLANK feels terrified of the 0rd demon king
9400,false,the emerald castle is welcoming all of you
9401,false,demon king of salvation you are doing something really interesting
9402,true,constellation BLANK is snorting derisively
9403,false,ignoring us to this degree
9404,false,where are you trying to run to
9405,true,the constellation BLANK is sending his congratulations
9406,false,i was like you
9407,false,audiences are curious about what your reaction will be
9408,true,congratulations you have safely negotiated the first shockwave of the BLANK
9409,true,probability restrictions imposed on some words has been relaxed
9410,false,its nice to see you is this the first time youve met me like this
9411,true,the constellation BLANK claims this story was told by a reliable source
9412,false,young man i enjoyed it
9413,false,what why are you like this this is good
9414,true,many audience members are paying attention to the story chambers sudden upheaval
9415,false,even if they are trying to go along with the changing times isnt this tantamount to insulting the original work
9416,true,the BLANK says who are you
9417,true,olympus 0 work experience is in progress
9418,false,and that is why countless stories exist in this world giant stories arent the only good stories those who are nothing more than small insignificant beings inside a giant story can still become the main character of a different story
9419,true,you have reenacted a portion of the BLANK
9420,true,a demon appropriate to test you will be summoned
9421,true,some BLANK are watching you
9422,true,rewards list
9423,false,how in sol ent y ou ca nt tell th at wi thout fi ght ing fi rst
9424,false,shutup
9425,true,the unidentified wall says do a good job
9426,true,the nebula BLANK will present you with the BLANK
9427,true,some constellations who love true friends support the incarnation BLANK
9428,false,sometimes the thing that looks like a road isnt a road
9429,true,the BLANK is not permitting your approach
9430,true,exclusive skill BLANK concentration level is rising up even higher
9431,true,constellation BLANK is glaring at BLANK
9432,false,hahaha young giant you dont know the calamity you have brought you
9433,true,giant story BLANK is growling menacingly
9434,true,constellation BLANK strongly recommends that you acquire that star relic
9435,true,incarnation BLANK has accepted her
9436,true,constellation BLANK complains by asking why he was not chosen
9437,false,its because of the apocalypse dragon
9438,true,current ranking of the applicable story chamber is 0rd
9439,false,i didnt think hades would show up here
9440,true,judge BLANK is rubbing his neck with a spooked expression
9441,true,your degree of understanding on the applicable individual is increasing rapidly
9442,true,for a total of five days almost all your actions will be constrained
9443,true,the summoning of the 0rd returnees group has been completed
9444,false,im looking for someone who will make me a BLANK
9445,false,since a probability of this scale has been gathered it is possible to open up a scenario
9446,true,the character BLANK wont hesitate to be your sword in the future
9447,false,why do you insist on disrupting the order of the scenario you have already climbed up to second place yet are you still not satisfied by the number of votes
9448,true,the nebula BLANK is in full swing
9449,true,you have approached the core of the BLANK
9450,false,because im the BLANK now thats why
9451,false,youre the king of the 0rd returnees group
9452,false,only one sun in the sky is enough
9453,true,the constellation BLANK is repeatedly grabbing and releasing his hair
9454,true,giant story BLANK has detected the beginning of a new story
9455,true,some constellations are surprised by your choice
9456,false,you will die alone
9457,true,an unknown achievement will be added to your fifth story
9458,false,some of them even claim that you should put your nebula in one of the 0 great nebulae
9459,true,every constellation in NEBULA can sense that your BLANK is drawing near
9460,true,constellation demon king of salvations  is BLANK
9461,true,congratulations you have passed the tenth scenario
9462,false,the highest bid is currently 0 coins if there isnt any more
9463,true,the constellation BLANK believes that you have now truly become his successor
9464,false,the scenario should end in the scenario if you want to fight fight in the scenario i dont want to see the gourmet association becoming uglier
9465,false,the one who cuts off his head will get half
9466,true,applicable scenario will be issued only to the nebulas recorded as the candidates of BLANK
9467,true,BLANK is turning his back to you
9468,true,youve arrived in the coordinate BLANK
9469,true,the constellation BLANK is nodding at your confidence
9470,true,the status of the character is higher than you
9471,false,it is our defeat
9472,false,please please leave
9473,true,0 points have been awarded
9474,true,demon king BLANK is revealing its animosity towards you
9475,true,the fourth wall is laughing with satisfaction
9476,true,constellation BLANK wishes to see what happens next
9477,false,i want kim dokja to win
9478,false,it seems that the descendant was negligent in his training
9479,true,story BLANK is baring its fangs
9480,false,he will probably think that a muse came to bless him or something
9481,false,youve done something quite foolish oh ruler of the east hell
9482,true,judge BLANK is contemplating on the lives of the yogoes
9483,true,the constellation BLANK has jumped exceedingly high
9484,true,the story material has an affinity for you
9485,false,im not a constellation
9486,true,the constellation BLANK claimed the number BLANK to be a type of numerical play
9487,false,you think he will reply to you because you looked up like that your world has people who believe in their chosen deities but did those gods ever respond each and every time their believers called out to them
9488,true,the constellation BLANK is delighting in your madness
9489,false,what the hell do you mean by this
9490,true,list of individuals participating in the applicable regional conflict has been released
9491,true,you have become one of BLANK mortal enemies
9492,true,the story BLANK says the returnee was really troublesome
9493,true,the play will begin in earnest
9494,true,a portion of the audience is singing praises of tang sanzangs adorableness
9495,true,the excessive immersion has caused the BLANK to shake
9496,false,of course
9497,true,you cannot stop the progress of the applicable story
9498,false,need more time
9499,false,you better hurry demon king of salvation olympus has already taken out the BLANK to join gigantomachia
9500,true,constellation BLANK is now looking at you
9501,false,kuwaaaahk
9502,false,do you want to select the 0st round
9503,true,the constellation BLANK is wondering what that means
9504,false,where is the bastard named apocalypse dragon
9505,true,you can select either camp of BLANK
9506,false,well that is fuu
9507,false,namemenamemenamemenamemenameme
9508,true,final scenario has been revised
9509,false,the demon who wants you is on the second floor
9510,true,the current BLANK is in progress
9511,true,your sentence was taken away and you have lost the game
9512,false,interesting however this is merely an item i personally purchased
9513,true,many audience members and judges are awarding additional points
9514,false,now come over here i have prepared a seat for you in advance
9515,false,wwait a minute archangel please calm down
9516,true,many constellations are enthusiastic about the battle of incarnation BLANK
9517,false,youre obstructing me
9518,false,yes its time to show who is the strongest in eden
9519,true,giant story BLANK is protecting you
9520,true,the combat shock has made your story configuration incomplete
9521,true,the constellation BLANK is wriggling her fingers in a trance
9522,false,you are a child with deep sin a child like you is delicious to eat the body of a giant soldier itself were you the one torn last time
9523,false,who cares about those consumables
9524,false,how do you know this
9525,true,the constellation BLANK destruction
9526,true,the completion of NEBULAs final story is around the corner
9527,true,the constellation BLANK is baring his fangs to the nebula BLANK
9528,false,then is he still evil is he defined as evil
9529,true,the absolute majority of the constellations are watching the BLANK last battle
9530,true,body of the giant story BLANK refuses to heed the orders of BLANK
9531,true,a great number of constellations hiding their modifiers are incarnating into the scenario
9532,false,indeed only that guys status is high get rid of him
9533,false,how will dokja
9534,true,dokkaebi king BLANK has exercised her authority and altered the BLANK
9535,true,all stories eventually depart from history
9536,true,this persons information will be added in the next update
9537,false,its been a while incarnation of the black flame dragon
9538,false,0 became riddled with wounds in the blink of an eye yet he didnt back off and held the sword even tighter
9539,true,the constellation BLANK is hoping you wont make any unnecessary sacrifices
9540,true,the stage transformations degree of reproduction has exceeded the percentage limit
9541,false,fucking oneeyed jerk what are you doing
9542,true,many constellations agree with her behaviour
9543,true,currently no great dokkaebis exist to take the role of calculating the reward
9544,false,an sssgrade hunter for reference i like friends who are rewarded for a reasonable effort
9545,true,giant story BLANK is a story that cant be distinguished between good and evil
9546,true,someone in dark castle has achieved the first transcendence in the scenario
9547,true,you are eligible to participate in the last scenario of dark castle
9548,true,the updated main scenario has arrived
9549,true,chaos points rate of increase is speeding up
9550,true,natural recovery is recommended
9551,false,wwhy
9552,true,giant story BLANK is looking at the world of humans
9553,true,the constellation BLANK is questioning the bureaus judgment
9554,true,audience members are impressed by the kid sanzangs martial prowess
9555,true,your modifier will soon be announced
9556,false,i dont understand because you are using difficult words uhhh game what is this
9557,false,you cannot stop this
9558,true,the constellation BLANK is supporting the constellation BLANK
9559,false,you are looking forward to it
9560,false,wwhy are you
9561,false,oh the one who resists against death i am the god of death anubis i shall reap your life in this place
9562,true,a small number of constellations feel an odd sense of deja vu at the current situation
9563,false,aha i get it look at this person are you comparing it with the stories from eden or vedas
9564,true,the constellation BLANK is making a strange expression
9565,true,many constellations are lodging complaints at the bureau in regards to the applicable scenarios probability
9566,true,constellation BLANK declares that you bastard arent my incarnation
9567,false,who knows why
9568,false,it has been a while queen of the underworld
9569,true,nebula NEBULAs dragon kings of the four seas are preparing to descend
9570,false,indeed you arent the demon king of salvation isnt that right
9571,true,archangels and demon kings are not constellations originally from east asia or the peninsula meaning they are foreign influences
9572,false,it is a foolish question this close to the apocalypse you should know the answer
9573,false,suspect not very likely no hes gonna love the change actually i mean hes being showered by inspirations so which writer wouldnt welcome that with open arms hell definitely believe that hes the one writing this story
9574,false,hahaha hey grasshopper man been a while
9575,true,the constellation BLANK is quietly putting down his
9576,true,many constellations and demon kings are confronting each other
9577,false,did you say it was the first murim
9578,false,bihyung please wake up why would they do this
9579,true,a portion of judges are dissatisfied by the viciousness of BLANK
9580,true,your incarnation body has suffered serious damage
9581,false,how long will you call out the spectres of the past how long will you turn over the dead shells of the myth and insult them
9582,true,those who have shares in the giant story can claim the right to BLANK or BLANK
9583,true,automatic guidance to the scenario progress location will now commence
9584,true,BLANK wishes to be understood by you
9585,false,they are nothing more than a small nebula
9586,true,story fragment BLANK wants to participate in the dragons festival
9587,true,the demon king BLANK is threatened by your status
9588,true,the constellation BLANK says to do it now
9589,true,the fourth wall was a fragment of the BLANK and the BLANK meant that it could potentially be slotted back in its original position
9590,true,portion of demon kings are greatly astonished by the incarnations power
9591,true,kim dokjas company has come
9592,true,the constellation BLANK says if this continues everyone will die
9593,false,this sh
9594,true,BLANK has impeded your character immersion
9595,true,how come the NEBULA has
9596,false,then lets announce the winner of the award
9597,true,the BLANK has rejected the demand
9598,false,it is unpleasant to agree with this rough thunders words but this time i feel the same
9599,true,the constellation BLANK is grunting and looking at you
9600,true,a constellation wearing a straw mat wishes to appear before character BLANK
9601,false,come six brothers from the mae mountain
9602,true,your incarnation has forgotten your modifier
9603,false,do you think he is that free answer simply will you accept the feast of resurrection
9604,true,the demon king BLANK is heading towards eden
9605,true,the winner of the new good award is the giant story BLANK
9606,false,all demon kings did you choose the wrong playground im sure you have something to say to me
9607,false,even then you shall soon meet the one you so dearly wished to meet
9608,false,archangel
9609,true,the fourth wall is warning you
9610,true,you can craft a new necklace with the collected syllables
9611,true,enter the destination to send a message to
9612,true,the duet between good and evil wants a new scenario to determine the status of good and evil
9613,true,the BLANK 0rd stage has activated
9614,true,the constellation BLANK agrees with your thoughts
9615,false,ah after the sudden storm
9616,false,child it wont work out as you wish
9617,true,giant story BLANK is protecting your incarnation body
9618,false,my son
9619,true,0 hours of waiting time are required before the resurrection
9620,true,your fifth story is in progress
9621,true,two BLANK are responding to each other
9622,true,constellation BLANK argues that only the bad companions can be true companions and
9623,true,the nebula BLANK is looking at your fate
9624,false,worry about your own head first
9625,true,constellation BLANK says that if you sign the contract with him he can turn you into a really cool black flame dragon
9626,false,three ways to survive in a ruined world among the incarnations it is a story known as the revelation have you heard of it
9627,true,a satisfactory BLANK has been completed due to the latter half of the BLANK
9628,true,story BLANK is being agitated
9629,true,a new story related to BLANK is germinating in you
9630,false,it exists
9631,false,gahaaaaaah
9632,true,fullysatisfied probability has recreated the BLANK in the final scenario
9633,true,you have spent 0 coins
9634,false,i will pick up some passengers along the way do you mind
9635,true,further exercising of control will cause your ego to
9636,false,we cant refund products that have already been sold if you do not pay the amount
9637,true,the constellation BLANK thinks the BLANK is pathetic
9638,false,but you changed only because of that storys influence didnt you
9639,false,kim dokja has opened a door that shouldve never been opened and so this world will forever be mired in misfortune
9640,true,character yoo joonghyuk has activated BLANK
9641,true,BLANK is accelerating even further
9642,true,the BLANK update is currently in progress
9643,false,you he has a sentence
9644,false,how can such a nonsensical status be
9645,true,applicable worldview has recommended that you perfectly act according to the role you were given
9646,false,you know that hiding is useless this blind prophet already knows where you are
9647,false,thats because that action would create me its a simple time paradox i was yoo joonghyuk from the 0rd turn and only by you killing me there would i be reborn as the BLANK
9648,false,you dare die
9649,false,no need to apologise  its true that both hades and i already knew you never planned to remain in this realm anyway
9650,true,the constellation BLANK thinks that the incarnation BLANK wont be able to handle his narrative
9651,true,the constellation BLANK has shaky eyes
9652,false,we must stop her from finishing her spell
9653,false,ive been thinking about this for a long time but it seems that this is the only way forward
9654,false,  ser vant jour ney ing to end of life 
9655,true,the following scenario will start in three days
9656,false,giant body transformation how do you have that skill
9657,true,the constellation BLANK is holding her breath
9658,true,you will be recorded in the cosmosspanning unified NEBULA
9659,true,constellation BLANK is issuing a warning
9660,false,do not get fooled
9661,false,which one will be faster us dying or all of you getting annihilated by the apocalypse dragon arent you curious i unsheathed BLANK and smiled im really curious actually
9662,true,constellation BLANK is freaking out
9663,true,the character BLANK has used fighter transformation lv 0
9664,true,the constellation BLANK is warning you not to ignore the words of BLANK
9665,true,the demon king BLANK will chase the one who dealt the finishing blow until they are dead
9666,true,the constellation BLANK is astonished by the power of the wenny people
9667,true,someone has joined the 0th regional conflict
9668,true,the constellation BLANK hates you
9669,false,wont you put that lump away
9670,true,NEBULA is violently convulsing
9671,true,constellation BLANK is staring at the planet NEBULA
9672,true,we are currently electing the BLANK of the industrial complex
9673,false,fufufu well this is its so hard to figure out the will of the NEBULA sometimes you know
9674,true,the nebula BLANK is toasting your scenario
9675,true,the story BLANK has finished
9676,false,recruiting the actor for the BLANK coin split is 0 to 0 no story shares we dont care about your status
9677,true,giant story BLANK has started
9678,true,0rd story chambers entire roster has been annihilated
9679,true,on the first floor of the dark castle the BLANK has been formed
9680,true,constellations leaning towards absolute evil cant take their eyes away from this unbelievable feat
9681,false,kuek no wait i need some time to answer
9682,false,that is speculation
9683,true,many archangels are showing vigilance towards the demon kings
9684,true,BLANK is currently cut off from the BLANK conflict regions spacetime
9685,false,stop them
9686,false,i wish for an BLANK that will validate my modifier
9687,true,constellations of the vedas nebula are smiling with satisfaction
9688,false,dontkillhimdontkillhimdontkillhimdontkillhim
9689,false,surya whats wrong with you lets finish it
9690,true,chimera dragons sense of presence is strengthening
9691,true,you have entered the new main scenario area
9692,false,through the repetition of the scenarios the BLANK has become a source of stuffy boredom while the BLANK has become an antiquated clich i have to wonder maybe its about time that we stop with this foolishness
9693,true,the fifth bookmark is activated
9694,true,story BLANK is in mourning
9695,false,he was a child who couldve become a good bodhisattva unfortunately he met you and had to leave my path of buddhism
9696,false,the pagodabearing heavenly king li jing prince nezha and erlang shen now that is a nostalgic combination and not only that the heavenly palaces lazyarsed geezers are here too
9697,false,if i die then this place is my 
9698,true,giant story BLANK has begun its storytelling once more
9699,false,i BLANK declare
9700,true,the character BLANK has used thought infection lv 0
9701,true,giant story BLANK is aiding the incarnation BLANK
9702,true,the beginning of the demon king selection is imminent
9703,false,ki ng of mo nk ey s
9704,true,you have one more right to ask a question
9705,false,it was just an incarnation body then now im different it is like meeting an online game avatar in person
9706,true,the rewards for the selection are being prepared
9707,false,you must decide now die in this place or head off to the final scenario with us
9708,false,these kids are mine stop drooling over them
9709,true,a new main scenario has appeared
9710,false,did you forget the agreement
9711,true,the constellation BLANK is making a proposal
9712,true,story BLANK is seeing you off on your journey
9713,true,your notoriety is spreading in the demon realm
9714,false,huhu a feast of mortals
9715,false,do you agree or not theyre watching
9716,false,wu wuwu
9717,true,constellations of the nebula BLANK are showing hostility towards you
9718,true,constellation BLANK is incarnating into the scenario
9719,true,judge BLANK is yawning out in boredom
9720,true,some constellations are pointing to the fleeing citizens
9721,true,giant story BLANK has expanded
9722,false,demon king of salvation cancel your skill right away
9723,true,the BLANK is looking at the 0rd demon realm
9724,true,lets start the main scenario
9725,false,you bastards have you all gone mad as a group
9726,true,constellation BLANK is cheering on the BLANK
9727,false,you still wish to see what happens next
9728,true,the exclusive skill BLANK is reactivated independently of your will
9729,true,a great number of constellations are showing animosity towards NEBULA
9730,false,im not afraid
9731,false,this isnt simply going to end with some disciplinary action what you did was
9732,false,a small nebula is quite ambitious actually thinking about going to olympus
9733,true,there is only one constellation who is strongly opposed to the activation of the skill
9734,true,foreign gods beyond the galaxy are paying attention to incarnation jung heewons status
9735,true,the constellation BLANK has requested a bounty scenario
9736,true,demon king the BLANK is revealing his status
9737,true,you cant use bookmark in this location
9738,false,whatdoyoumeanwhatdoyoumeanwhatdoyoumean
9739,false,let me say this right now dont apologise the person who should apologise and the person that apology is intended for they dont exist in this world anymore
9740,true,the demon king BLANK is pointing out the spelling of the BLANK
9741,false,according to your creed this fool shouldve died already after all there are no good constellations in this world are there
9742,false,they are always doing things rather did that old hag abandon her new entrant to see what you could do tsk tsk in any case she is an olympian come on ill give you a brief introduction
9743,true,worldview is reacting to the star relic BLANK
9744,false,lee hyunsung born as a healthy and big baby weighing in at 0 kg
9745,false,did you make a deal with the nebulae cheok jungyeong exclaimed are you still so obsessed with that little land that you are now betraying your descendants
9746,true,judge BLANK is happy with his current appearance as a pretty young girl swordswoman
9747,true,the 0rd grade demon BLANK is telling the story of bug slaughter
9748,false,indeed its been too long my child have you been well
9749,true,second phase has concluded
9750,true,the energy of the old land has sealed your skills
9751,false,what are you all doing could it be that youre sympathising with those incarnations with the enemies of the story everyone you must wake up have you all forgotten who you are oh dear constellations dont let your eyes be stolen away by a demeaning story like that
9752,false,think of it as a great honour it was the will of the BLANK that you were chosen as the BLANK when you are responsible for ruining this worldline you shall ride on the BLANK and move onto a new worldline and you shall be reborn as the core BLANK that will become the next worldview just like how those crossing over from the previous world have done
9753,true,demon king BLANK has joined the great battlefield
