type,line
true,worldview is reacting to the star relic BLANK
false,lee hyunsung born as a healthy and big baby weighing in at 0 kg
false,did you make a deal with the nebulae cheok jungyeong exclaimed are you still so obsessed with that little land that you are now betraying your descendants
true,judge BLANK is happy with his current appearance as a pretty young girl swordswoman
true,the 0rd grade demon BLANK is telling the story of bug slaughter
false,indeed its been too long my child have you been well
true,second phase has concluded
true,the energy of the old land has sealed your skills
false,what are you all doing could it be that youre sympathising with those incarnations with the enemies of the story everyone you must wake up have you all forgotten who you are oh dear constellations dont let your eyes be stolen away by a demeaning story like that
false,think of it as a great honour it was the will of the BLANK that you were chosen as the BLANK when you are responsible for ruining this worldline you shall ride on the BLANK and move onto a new worldline and you shall be reborn as the core BLANK that will become the next worldview just like how those crossing over from the previous world have done
true,demon king BLANK has joined the great battlefield
true,the nebula BLANK is rejoicing in your pain
true,currently BLANK skill is in activation
false,you know about stage transformation
false,everyone ive told you already this isnt a game like BLANK
false,gget up hurry
true,due to the influence of the worldline the connection to your avatar has been cut off
true,the constellation BLANK has placed 0 coins on the constellation BLANK
false,you are a splendid constellation do you think you can contend with olympus
true,demon king BLANK has been defeated in the regional conflict
true,your incarnation body isnt suitable for expressing your status
true,some constellations are looking forward to the martial arts competition
true,your reincarnation circuit is subject to the wheel of time
false,they are beings that have received my memories
true,a fragment of the BLANK has been revealed to the world
false,please end the BLANK
true,channel by0s all broadcast screens have been blocked
false,indeed this battlefield is vast however how long will you be able to run away
true,constellations of the absolute good system are looking at you
true,judge BLANK is digging his ear as if he cant be bothered
false,it is briareus alone it is said he lost half his hundredhanders
true,you have entered the interstellar city BLANK
true,constellation who likes to change genders adds that this favour is nothing serious
false,you might be a constellation but you havent escaped from the mentality of a human a constellation doesnt dwell on such trivial history
false,the odds of the random boxes are terrible will you be okay
false,asmodeus
false,hahahaha this is it as per our agreement i shall be the first one to confirm whats beyond the BLANK
false,something is writhing around in the hottest place in hell
true,conference venue is disintegrating
true,a problem has occurred in the system
true,the fourth wall is looking at you with greedy eyes
false,when you say BLANK could you be
false,young man how much did you earn
false,mere humans going against a great star
true,the constellation BLANK rejoices in your resurrection
true,this scenario has a time limit
true,the constellation BLANK is pulling out a handful of his hair from the stress
true,you are currently the prince of the NEBULA
false,you speak as if all yogoes are victims but not all of them are wrongly thrust into their positions some among them had never worked hard once in their lives while some carry evil intentions and choose to hurt others therefore it is quite obvious that they will never become the main characters
true,main scenario 0  proof of the stars has arrived
true,the skill has exceeded the talent of the incarnation body
true,a road that looks like a BLANK
false,im not saying that in fact i hate those guys
true,NEBULA has announced your new status
true,the demon king BLANK is spitting at your status
true,a portion of the audience is
false,where is the legal zone you were talking about
false,dont expect much this is a world with a bunch of sword masters and 0th circle magicians
false,in order to reach my objective i require kim dokjas presence
true,BLANK is getting even thicker
true,currently the nebula NEBULA possesses the qualification to enter the final scenario
false,0s gaze was redirected to the tongtians battlefield something that the great sage and NEBULA had created events of this universe that had never happened before
true,you are currently imprisoned for committing a criminal offense on the legal zone
true,emergency combat system is activating
false,ah let me call you again
true,the constellation BLANK is looking at you with crazy eyes
true,0th regional conflict has concluded
false,no wait a minute hey constellation what are you doing
true,the constellation BLANK is watching the end of the 0rd demon realm
true,you have acquired 0 coins through the rise of your popularity
true,BLANK is now looking at your existence
true,BLANK is bearing its own name
true,nebula NEBULA is supporting NEBULA
false,but you why
true,youre recommended to exit the scenario area immediately
false,scribe
true,great dokkaebi BLANK has currently selected NEBULA
false,i wont act as a nanny like i did at the constellation banquet this time i want to see you act with your own strength
true,the constellation BLANK is pointing out that this behaviour doesnt fit the status of the supreme god of light
true,judge BLANK is cheering on as his belly fat jiggles around
true,the bookmark update has been completed
true,constellation BLANK is deliberating on her participation
false,no one could have accompanied you in your boring and unwieldy story even if it was the BLANK
true,the exclusive skill BLANK has turned off BLANK
false,get out of here it has nothing to do with you
false,i was originally going to sit back and spectate but you see i have someone i must settle a score with
true,the constellation BLANK is impressed with your sacrifice
true,the constellation BLANK says it is a loan
true,unique skill BLANK is strongly activating
true,your understanding of the applicable individual is quite high
true,yoo joonghyuk 0th record of the 0st round
true,the escape path is automatically provided
true,the power of BLANK has whispered the secret of the BLANK to you
false,you disgusting bastards
false,0 nodded his head yet he did not despair in another universe it might be different
true,all the stars in NEBULA will never forget you
true,constellation BLANK is looking at his own 
false,its not too late to back down if you do we will not confiscate the story you have compiled up to this point
false,i also dont know however it isnt possible to survive being expelled from the scenario whether it is an incarnation or constellation that is all i know
false, im expecting much bigger things from you if you safely complete the scenario youll be able to come back without any problems 
false,hmm hmm im this mountains deity spirit ive learnt a long time ago that you are on a noble journey to india i have been waiting for you to reach here so that i can provide you with a little bit of help
true,the bureau is urging the BLANK to withdraw
false,come you disappeared stories
true,the character BLANK is looking at you with curiosity
false,hell flames ignition of the uriel covered in blood clashed with the demon kings
true,the hatred of the wenny people makes your mind weak
true,brand new story related to incarnation BLANK is germinating
false,hmm demon king of salvation did you receive the gift i sent
true,the constellation BLANK has an anxious expression
false,there are plenty of people from other countries who entered the scenarios belatedly divisions led by fei hu or ranvir khan are home to many who have joined only a few months ago but now find themselves in the latter half of the scenarios
false,no not yet
false, i will give you the reward i promised 
false,interesting the last time we met was when i saw you through my subordinates eyes at the syswitz industrial complex
false,hoh you have prepared this scenario interesting
true,yoo joonghyuk records from the 0th turn eighth volume
false,the worlds most beautiful epic
true,the effect of the exclusive skill BLANK has increased understanding
true,NEBULA is deciphering whether to allow the targets probability or not
true,incarnation BLANK is currently participating in the conversation
false,only doing it because ive been told to perhaps reminded of someone right now jang hayoung looked up at the sky with a resentful expression and muttered to no one in particular count yourself lucky if i hadnt been late the role of the BLANK wouldve been mine
true,giant story BLANK is mocking NEBULA
false, is there anyone who would be offended by the insults of bugs 
false,it is eating time
true,constellation BLANK is tracing your soul
true,scenario master wishes to confirm your details
true,the character BLANK has activated the stigma ghost fleet lv 0
false,arent you a demon king
true,the BLANK has responded to your story
false,the mad demon king
false,my name is reinheit von djerba i am someone who came to this land 0 years earlier than you i am the owner of this fortress paradise
true,the dokkaebi BLANK has used BLANK on you
true,story BLANK is waking up from its prolonged slumber
true,the main plotline of the story chamber can be interfered with by the judges or the audience
true,audience members are satisfied with the taste of the journey to the wests cider
false,i already did it
true,the BLANK is an evil that makes someone unhappy
false,is that so but is it over with only that
true,the fourth wall is laughing
true,quasi mythgrade story BLANK has been acquired
true,BLANK is dreaming the BLANK
true,the constellation BLANK is jumping around wildly
false,if there isnt a chance to win ill have to make it
true,the nebula BLANK is ridiculing your adversity
false,however if i dont find your offer interesting then you will
true,current number one in the rankings is the BLANK
false,im disappointed is this the story you wanted me to eat
true,the unidentified wall says you have done too many things that went against probability
false,the dokkaebi that deceived me back then has become the dokkaebi king now
false,meaning is it
false,i already told you i also dont know be smart enough to listen properly when someone tells you something the first time
false,at best it is human history as you said yet you and vedas keep trying to recruit the demon king of salvation you failed and now youre trying to kill him this isnt exactly like a giant nebula
false,the demon king of salvation
true,the story BLANK is paying attention to your words
false, no perhaps i should say that you are pursuing eternity 
true,character BLANK is under tremendous confusion
true,there are 0 seconds until the start of the destruction scenario
false,even then he doesnt seem to be pursuing the  of BLANK either
true,story fragments have been detected
false,i came to participate in the giant story
true,constellation BLANK is cackling at your ill fortune
true,pages you couldnt read before are now available
true,the story BLANK is saying that young people these days dont know how to respect adults
true,constellations on the side of absolute evil are scared of incarnation jung heewon
false,he said that he started watching your history from when you managed to survive in the subway at first i could hardly believe that there was a child like you because i believed that such stories were over in this world i can still remember his excited voice when he talked about you
true,incarnation yoo joonghyuks sponsor is greatly shaken up
false,yes it was 0 at first but they reproduced and grew too much
false,dont you know that you shouldnt keep him alive the scenario you received is
true,your BLANK isnt sufficient enough to interfere with the worldline
false,a diamond member
false,its still not here
true,at present you cant use electrification with your body composition
true,your status is going beyond the limit of this scenario
true,incarnation yoo joonghyuks affiliated camp is BLANK
false,i shall buy us time
true,the dark castle rankers are baring their teeth towards the incarnation BLANK
true,all of your stories are desiring your BLANK
false,yes what are you seeing
true,you have come to know the planet peace land
true,hidden scenario  escape the demon realm has begun
true,your soul will be temporarily tied to the existence pledges contract
false,those yogoes that you subjugated earlier were creatures that i raised in my backya
true,and so the final scenario is literally just around the corner
true,constellation BLANK is fixing his grip on his spear
true,the constellation BLANK insists that she didnt do anything
false,i will stay gabriel
true,the constellation BLANK is looking at his incarnation
false,0 asked me perhaps finding me rather untrustworthy where are you planning to go now there shouldnt be any scenario with a BLANK remaining by now
true,apocalypse dragon sealing ball
false,hrmm you cant make an impossible demand as you can see youve used up all the probability allowed in this scenario BLANK cant lend you any more power
false,hahaha yellowy bite
true,a portion of judges are awarding extra points for the development that reflect the original work
true,some dokkaebis are doubting the probability of the story
false,the 0st
true,warning your story is scattering away return to the ark immediately
true,story chamber ranking has improved
true,an unbelievable feat has been accomplished
false,then how about this
true,the constellation BLANK is surprised to hear the rumours about the demon king of salvation
true,applicable regional conflicts outcome cant be decided
false,i see
true,the BLANK is surprised
true,those who have chosen an exempt nebula will be automatically sent to the 0th scenario area please keep this in mind
true,constellation BLANK is issuing clear warnings
false,experience hunting a namea lion
false,you are the hope of our world
false,trying to buy time huh its a plan that doesnt suit you did you learn it from kim dokja
false,the fourth wall was right maybe i already knew
false,yes yes
false,hoh he is fairly decent should i make him my incarnation
false,demon king of salvation did you have to do this
true,constellation BLANK is cheering on incarnation yoo joonghyuk
false,please clap for anna croft a prophet from earth
false,ookay kim dokja dont worry too much about this problem one way or another
false,kimdokjakimdokjakimdokja
true,constellation BLANK is gathering the probability of the founding gods
true,0th turns BLANK is slowly opening his eyes
true,BLANK is not permitting your groups entry
true,drop the saturation level to absorb new story fragments
true,constellation BLANK is polishing his head
true,many constellations dont wish for the BLANK death
true,you are playing the role of BLANK in the skirmish
true,the fourth wall is turning its head away
true,the constellation BLANK has accepted your invitation
false,the tastiest despair is the BLANK indeed
true,a new story about you is being made
true,nebula NEBULAs twelve star lords are preparing to descend
false,you speak of something obvious there isnt a single creature not curious about the origin of their own birth
true,your understanding of the character has greatly enhanced your skills
false,head to the terrace your father is waiting for you
false,tell me quickly otherwise
false,revolution i am someone who advocates for democracy
false,will of a swordmaster who couldnt use either sword strengthening or sword manifestation
true,incarnation BLANK is using BLANK
false,no you wont suffer this time
true,the demon king BLANK has revealed his existence
true,exclusive skill BLANK is continuing to fight back
true,someone has made a BLANK
true,the free service period of the planetary system no 0 has concluded
true,the constellation BLANK is preparing the BLANK story
true,a total of 0 has participation in the judgment of good and evil
false,i
true,the BLANK that decides the next world will now be chosen
true,grand prize of duet between good and evil
true,the BLANK is giving off a wrinkled impression
true,0 coins will be distributed to kim dokjas company as compensation
true,you are currently the most prestigious person in the gilobat industrial complex
true,enter the modifier or name of the presence you want to send a message to
true,you have obtained 0 coins each as a reward for the first game
false,and the result of such an arduous journey is for you to ascend to BLANK are you not truly incensed by this conclusion
true,the third grade strange dragon species BLANK has defended against the attack using BLANK
true,the participant BLANK is raising his name in the rankings of the mythical battlefield
false,ssorry
true,constellation BLANK is reading the water route with a deeply meaningful stare
true,constellation BLANK is looking at his incarnation
false,as you know the demon king selection will be a very big event
true,the BLANK is shimmering faintly
true,the constellation BLANK says incarnation yoo sangahs disease isnt a human disease
true,0th regional conflict has been forcibly concluded
true,judge meihouwang wishes for the heads of those fools to roll
true,some constellations are laughing unpleasantly
true,the BLANK is denying your existence
true,the constellation BLANK is started gloomily
false,this story isnt interesting
true,the star stream will announce your modifier
true,some constellations of the absolute good system have agreed with jung heewons request
true,portion of constellations are eagerly waiting for incarnation lee hyunsungs return
true,outcome of the applicable regional conflict cannot be decided
true,BLANK has been initialised
true,the information of the character cant be summarized
false,sword of judgement
true,the character BLANK has used the BLANK skill
false,how funny a person who inherited the blood of the giants became a servant of olympus
true,time remaining until the end of the scenario 0 days
false,at first i waited wondering if it was possible maybe id be blessed with a miracle maybe wed be blessed with a beautiful child whod remember our stories even if only the darkness hellish landscape and prisons existed here we were confident of raising our child better than any of the 0 gods of NEBULA as long as given a chance to teach our child the ways of understanding the darkness of other beings to tell him the kind of hell that others could never sympathise with and to show him the merciless prison punishing the evil that tramples on the righteousness of the universe
false,could it be that you bastards wish to revive the apocalypse dragon
true,the first channel of the 0rd demon realm has opened
true,character yoo joonghyuks viewpoint has been added to the BLANK
false,but it seems that youre all hung a lot lower than i thought
false,the devil of the horizon how dare you show yourself here
true,the constellation BLANK has entered the channel
false,did you call me to destroy something like this it is really too much
true,0 coins to yoo joonghyuk
true,judge BLANK has heard your story
true,the BLANK says how can you hear my voice
false,i am the ancient evil
false,hhow do you know
false, no 
false,hrmm your impressions are familiar where did you come from
true,BLANK is shaking
false,the thing you are trying to create right now is a fake BLANKevilBLANKgood
true,demon king BLANK is glaring at you
false,can any cat or dog open a nebula
true,giant story BLANK has bared its animosity
true,within the applicable stage the characters BLANK and the BLANK will be treated as the same individual
true,constellation BLANK is incarnating to this scenario
true,story BLANK is glaring at BLANK
true,a highranking constellation from the nebula NEBULA
true,nebula NEBULA has joined the great battlefield
false,the bald general of justice wont stay still
false,little child who are you
false,huhu the story about your tongue seems true it is to my taste by the way how are you alive i heard from the constellations that you died
true,BLANK has steeply decreased your will to fight
true,there is still too much relevant information about this person character list will try to summarize it again
true,you are the new owner of the industrial complex
true,the constellation BLANK presents a special item to incarnation BLANK
true,the constellation BLANK is nodding
true,constellation BLANK is howling out
true,portion of the audience is waiting in anticipation for the next scene
true,NEBULA is waiting for your decision
false,olympus you can bear the probability
false,why did you continue on with NEBULA until now
true,in the first round all participants can only use 0 of their original stats
true,the 0th scenario gigantomachia
true,your status has overcome the penalty of the physical conditions
false,vajra and unbroken faith collided indras lightning and the status of BLANK opposed each other as grey sparks danced in the air my sword was pushed back by NEBULA status and flew up into the sky
false,horong noksu we shall remember your sacrifices
true,the demon king BLANK is rejoicing in your execution
true,NEBULAs final scenario is being reset
false,how humiliating suffering from such a ridiculous technique
true,player 0nims modifier is the BLANK
true,constellation BLANK is waking up its stories
true,a portion of audience members are holding animosity towards you
true,NEBULAs probability is falling into unrest
true,constellation BLANK
false,how interesting i havent competed with more than 0 blows since becoming a constellation
false,what is that true
true,constellation BLANK is saddened by the fate of the korean peninsula
true,story BLANK is bellowing out in anger
true,ancient beasts fruit
false,originally this worldline was earmarked as the BLANK however things started becoming distorted during the process and the worldlines distortion is now well beyond salvageable the conclusion of this world cant unlock the BLANK meaning the epic tale that could satisfy the BLANK cannot be completed anymore
true,the constellation BLANK is looking at you with sad eyes
true,story fragment BLANK is unable to function properly
true,the star streams achievement system is confused
true,NEBULAs bureau is looking at the probability of the applicable scenarios
true,constellation BLANK is greeting you
true,your degree of understanding simply cant catch up to the status of the applicable individual
true,you cant enter the applicable gate
false,the will of steel has responded
true,chaos points are rising rapidly
false,if that happens i will destroy all the worlds that caused that fate
false,this crazy island are they really orcs
true,the wall dividing good and evil is one of the fragments of this wall
false,uh euh keok
false,stupid bastard now the 0rd demon realm will perish
true,the constellation BLANK is grumbling but respects the opinion of his incarnation
true,the fourth wall is wriggling happily
false,you came kim dokja
false,do you think there is any authenticity in the words from such a coward you cant persuade us
true,the absolute majority of the audience are shivering at your battle
false,dontlikedontlikedontlikedontlikedontlike
false,argh its fine if it ends up with them whats the problem i mean its good that its fame is spreading out even further am i wrong
false,originally the stage of the great war of saints and demons was scheduled for another place then reincarnation island was selected as a scenario area for special reasons well dont we all have to do what our bosses want
true,at present the constellations and demon kings attending the duet between good and evil cant be hostile to each other
true,the character BLANK has used the skill BLANK
true,your incarnation body is breaking down
true,the BLANK is causing an unknown reaction
false,it is amazing cheok jungyeong muttered to himself with admiration a majestic archangel making such a great sacrifice for you
true,the fourth wall spoke up instead of han sooyoungs trembling lips
true,stigma BLANK has acquired the possibility of BLANK
true,constellation BLANK has become incarnation yoo joonghyuks constellation backer
true,BLANK is active within the relevant area
true,the link to your sponsor has been disconnected
true,the constellation BLANK says your death is your responsibility
true,the agreement with the wenny king is in danger
false,well the thing is the financial state of the bureaus seoul branch is a bit strained lately you see and what with all these many things that require our attention its like
true,as your mastery over the dream is insufficient currently its impossible to interfere too aggressively
false,incarnations of asgard please follow me
false,please you shouldnt discuss that story yet there are those who eavesdrop on our conversation
false,thought so
true,your current body is completely collapsed
true,a few constellations are worried over your judgment
true,the best of the first generation stories is naturally the BLANK
true,the unidentified wall says that probability was bound to come back to you it is a law of this world
true,giant story BLANK is nodding its head
true,you have hunted a BLANK for the first time
true,a mythgrade story is germinating within you
true,four sun wukongs have agreed to separate the BLANK
false,fu what the hell
false,what are you talking about 
false,all of you step aside i shall fight that human
true,no not that try again BLANK
false,you can be a master if you follow it 0 times
true,incarnation bodys durability has reached its limit
true,the BLANK says you arent qualified yet
false,you are still trying to claim that you are the hyung
true,many constellations recognize you as the real kim dokja
false,my flames can get a bit hot you see im not kidding so if you move a muscle youll really die
true,every dokkaebi from the NEBULA is focusing on your words and actions
true,some constellations are condemning your cowardice
true,giant story BLANK is dreaming of the final story
false,you look confused my old friend
false,that i spent too much of my probability
true,giant story BLANK is protecting the best narrator
true,a new scenario is currently pending
false,everyone here
false,0 lightly leaped up and landed on the blade of the black heavenly demon sword yoo joonghyuk reflexively took a step back but his mini version approached him regardless
false,if you are going to continue with the illegal demonstration please leave kim dokjas company officially and join eden then you will be allowed to take off your top
false,regarding
false,that seat is reserved for the saviour of corruption
true,constellation BLANK is looking at incarnation BLANK
true,the fourth wall has started to suck the remaining remnants
true,your choice has caused resentment among some of the constellations of
true,constellation BLANK is grinning insidiously
true,a small portion of the audience cannot comprehend the outer appearance of zhu bajie
false,we wan t to be un ders tood
true,the first candidates are incarnation BLANK and incarnationBLANK
true,a large number of players are joining this BLANK
false,this windfall
false,its been a long time athena
true,a very long time ago we have received a certain revelation from the BLANK
true,BLANK is being generated
true,the constellation BLANK is admiring the incarnation yoo joonghyuk
true,a few constellations are interested in you
true,some constellations feel strong jealousy towards you
false,if you dont answer correctly you and your husband will die horribly in the aftermath of the probability storm
false,jophiel is strong she is doing her job properly her choice will be the first step in preventing edens destruction
true,you have arrived at an epic that only an extremely few stars have ever reached
false,i guess thats also been sorted out now too
false,over there
false,i told you it was a bargain you will side with BLANK at the duet between good and evil it was nothing more than that
true,the constellation of a small planet is looking at you
true,applicable location is currently undergoing the BLANK
false,you perhaps at that time
true,every constellation in the channel is listening to you
true,the syswitz executioner has placed a mark of death on BLANK
true,activation time will be curtailed due to an insufficient number of members participating in the vote
true,constellation BLANK is currently in BLANK state
true,please enter a message to send
true,the fourth wall cottoned on to what han sooyoung was planning to do and ballooned up its overall thickness
false,now speak the second reason why i cant be the BLANK
true,giant story BLANK is shooting a dissatisfied glare at incarnation BLANK
true,several constellations noticed that you have a fragment of the last wall
false,all of you are hiding even in this situation arent you constellations general maitreya king you dont deserve to be called this
true,the constellation BLANK is interested in your appearance
false,stop smallerscale destruction with the threat of even bigger destruction it truly is an idea only the BLANK can cook up
true,BLANK 0rd stage is activating
false,we dont need things like that witnessing the birth of a BLANK from the korean peninsula is more than enough for us
true,the collection of stories due to clearing the main scenario is pending
false,do not get sucked into this measly little BLANK weve won against many socalled great apocalypses time and time again and got this far
false,thats right you people arent the only ones dreaming of NEBULAs end
true,your body is moving towards the limits of a human
true,portion of judges have awarded points for the plot that mirrors the current trend
false,i know that you have a fragment of the last wall you are hiding behind it and avoiding the attention of other constellations
true,the systems influence is minimal in this worldview additional probability will be consumed
true,the constellation BLANK says it isnt time yet
true,incarnation selena kims  is BLANK
true,all the demons in the gilobat complex are afraid of your name
false,do you want to free the citizens of your industrial complex
false,probability is it hahah ive no excuses after hearing that i thought itd be the most natural thing to see this face at this point in time
false,you are speaking vulgar words yes good then what is new about your story
false,a futile attempt that is this self does not hold any interest in the contradictory stories such as BLANK and BLANK
true,the constellation BLANK is weeping and repeatedly shaking her head
false,i cant see that thing wandering around in front of me
true,you are currently the owner of the kim dokja industrial complex
true,you must select a camp in order to participate in the applicable conflict
false,kill her
true,the constellation BLANK is looking at incarnation BLANK
true,constellation BLANK is trying to warn you of
true,under the banner of the constellation BLANK all stats will increase by 0 for 0 minutes
true,the target is under the protection of the current scenario
true,a new constellation has entered the bi0 channel
true,constellation BLANK is overly emphasizing his mightiness
true,BLANK is unveiling its theme
false,0 pm
true,unbelievable achievements are occurring simultaneously in every location of the scenario
true,the constellation BLANK is proud of your growth
false,why not
false,the fourth wall remained silent for a bit i began thinking that it might try to change the topic or filtering might get thrown in my face here just how long passed by like that
true,the constellation BLANK is observing yoo joonghyuks loyalty
false,nebula hahahaha since when has the gourmet association cared for such a thing
true,you cant use the channel system
false,continue with this story become the protagonist of a new worldline and along with the story you have created continue the banquet of the BLANK you are the existence born solely for that purpose you were able to reach this far only for that purpose
true,someone has activated BLANK
true,some constellations are jealous of your growth
false,a play that has been repeated over and over for 0 years you are fighting for such a foolish thing
true,judge BLANK is arguing that it was him who performed the most heroics back in the demon realm
true,constellation that likes changing gender is cackling away
true,many constellations are pleased with incarnation han sooyoungs exciting remarks
true,judge BLANK is criticising the deity spirits nonsense
true,you are prohibited from fighting in the area for the next hour
true,you are currently expelled from the scenario
true,the fourth wall was addressing me
false,uwah shit what im alive
false,if its alright with you accompany your mother to a meal
false,i shall bury the apocalypse dragons thunder right here
false,really really
false,stop him kill him before the tailflick commences
false,you want to increase the chaos points and stop the BLANK is that it
false,the lik es of y ou da res to
false,kuuhrk
false,didnt expect her to be a real kid
false,selena kim kings guardian
false,whether it is a constellation or human they are all just children in front of the story by the way is there a chance of winning
false,have you all forgotten he was never in a position to choose but always had it chosen for him
true,currently waiting for the remaining nebula members to clear the scenario
false,parent a parent
true,you have defeated an outer god
true,the constellation BLANK is yawning and asking if it is all over
true,the giant soldier pluto has confirmed your boarding
true,BLANK is returning
false,if you were really planning to cut us down then you shouldve descended with all of your selves first
true,the percentage of memories you currently retain is BLANK
false,on whose authority
true,0th regional conflict of the BLANK has been generated
true,the constellation BLANK hates the character BLANK
true,those with the identity of BLANK in the giant story journey to the west has now been freed
true,the quenching has begun
false,that throne its been a while
false,that creature will destroy this world
true,scenarios rules are changing
true,all incarnations apart from those involved in the duel arent allowed to enter the stage
true,the most BLANK is the evil that reveals its misery to others
false,you dont have the qualification to interfere with the BLANK
true,this is beyond the probability allowed by the wish
false,you think you can stop me with such a pathetic sutra
true,the nebula BLANK has broken through the 0th scenario
true,the demon king BLANK is looking at you
false,it is really destroyed our eden
false,the room of secrets
true,incarnation BLANK has begun her command
false,demon king of salvation why are you showing us such a scenario
false,dont get involved in my planets matters if you dont want to confront me where my story began
false,hey
true,the constellation BLANK likes your words
true,all information related to you are now marked as BLANK
true,the constellation BLANK is biting his nails
false,how nave oh incarnation of uriel do you still not understand what your current situation is
true,acquire a new incarnation body or return to the scenario
false,is that so it was a pretty good performance
false,damn underworld i
true,you have earned the semimythgrade story
false,hey uriel
false,read
false,dont whine at me cheeky human
true,a new myth is emerging in gigantomachia
true,reward calculation is being delayed
true,the constellation BLANK is wondering about your reasoning
true,the stigma BLANK is shuddering
false,its slightly smaller than that day i see
true,the constellation BLANK is raising his rod
true,constellation BLANK is unleashing all of her stories
false,hey yoo joonghyuk its me
false,hmph will that story be NEBULAs or belong to NEBULA
true,an unknown power is putting a brake to incarnation yoo joonghyuks imagination
true,scenario master is looking at you
false,uwaaaaaaah
false,why didnt you meet him and talk
false,stop ganging up on me like a bunch of cowards and face me one on one you  fu if its one on one i can kick all your butts even if youre agares gamygyn or marbas
false,how can we stop them athena havent you won a fight with uncle poseidon before
false,if you do we shall take you to the BLANK
true,constellation BLANK says that if you sign the contract with him the legendary brew of the olympus will specially be
true,your incarnation is revising the manuscript you have written
false,this is too much it is ridiculously insufficient to get the qualification of the end
false,and your reason is
true,the story BLANK in in effect
true,story BLANK is searching for the BLANK
true,the constellation BLANK is staring at you
false,uwaaaaah
false,you what are you
false,divide the army one side shall retrieve the texts while the others will suppress their sanzang
false,i cant protect you
false,ehohbahaht
true,the BLANK has sponsored 0 coins to the incarnation BLANK
true,stigma BLANK essence is writhing
true,the constellation BLANK is laughing heartily
true,you wont fail the applicable scenario as long as you do not die
true,your status is suppressing the aftereffects of a localised probabilitys storm
false,i want to make a contract with your nebula
true,you have drank alcohol made from the ancient serpents sacred blood
true,many constellations are greatly shocked by the difficulty of reincarnation island
true,the dark castle rankings in proportion to the hunting contribution will be announced
false,judgement field
false,this one is currently sakyamuni
false,im saying what meaning is there to knowing that this world was just a portion of a vast dream
false,if you really want to eat me kill me right now
true,the constellation BLANK is looking at you like you are crazy
false,the rules of the game are simple all participants can make a team of seven people including themselves
true,scenario has concluded
true,the escape scenario has been given
true,the absolute majority of the constellations are scared of the BLANK power
true,exclusive attribute BLANK is displaying its effect
true,if you dont return in time you will be disposed of according to the scenario rules
true,the constellation BLANK is greatly shocked
true,0th scenario  BLANK has automatically ended
true,the worldview is growing suspicious of your conversation
true,this area is a nonaggression zone
true,giant story BLANK is starting
true,enter the main scenario to prevent the breakdown of your stories
true,the BLANK is provoking the incarnation BLANK
true,a massive number of constellations are looking at you
false,well this one isnt the first person to stop being neutral it seems
true,the physical pain relieved by the fourth wall has returned to normal
true,the constellation BLANK is paying attention to your choice
true,the former gilobat industrial complex has been officially declared as the kim dokja industrial complex
true,your existence is evolving into an BLANK
false,right youre correct this up war must end quickly
false,yes maybe one of the great dokkaebis created this BLANK as you said
true,character BLANK has become a part of the great story
true,BLANK is stimulating your guilty conscience
true,BLANK is now looking at you
true,you have acquired the fragment of story BLANK
true,the nebula BLANK disapproves of your challenge
false,hell flames ignition spewing out from uriels blade struck the demon kings dependents and turned them into ashes she couldnt properly control her own power unleashed out of urgency also hastily summoning only half of her true body to participate in the war played a large role in that too
true,constellations of the battlefield are fearful of you
true,the constellation BLANK is emitting a golden light
false,but what then
false,you bunch of weak incarnations dare to
true,there are 0 seconds before it is confirmed
true,you have been recognized as the real kim dokja
true,all of the stories of incarnation BLANK is resisting death
false,bureau how long are you going to sit back and watch
false,now im really curious about the taste of NEBULA label booze give me some
true,BLANK is growing as thick as an impregnable fortress
false,it is really amazing
false, i will fulfill your request 
true,the constellation BLANK is congratulating you on your return
true,the fourth wall is baring its teeth towards the wall dividing good and evil
false,by the way what are you going to do where are you going huh
true,attribute BLANK is activating
true,ancient stories are now looking at you
false,soon the war of annihilation will commence the end of everything will soon begin where stars will fall worlds will collapse and all stories will be extinguished
true,constellation BLANK is summoning its greatsword
false,athenas olive branch the reason why poseidon was so scary was that despite living for many years he had very few BLANK poseidon had lost once and it was in the best he made with athena
false,his soul is required to maintain this planet
false,youre our son that is all that matters
false,youll soon become a great dokkaebi so its about time that you meet that BLANK no
true,the constellation BLANK is looking forward to your rampage
false,no amount has been entered c
true,a portion of constellations agree with incarnation BLANK words and
true,remaining time has decreased
true,demon king BLANK hates that name
true,every star in nebula NEBULA is radiating light
true,the game BLANK has appeared in the demon realm
true,you can start this journey from the beginning once more
false,hmm i wonder wholl be able to tame this stubborn prince of ours
false,run away
false,you will be alone forever
true,giant story BLANK is being told
false,time remaining 0
true,next location for the great apocalypse is BLANK
false,shall we get going then
false,i dont have the time to leisurely reminisce about the past with you
true,story BLANK has resumed its storytelling
true,the constellation BLANK says that the red cosmos hasnt returned
true,problem has occurred in the scenarios balance
true,the trauma of the character BLANK is completely open
true,the train will be flying over the outskirts of the dream
true,youve been permitted to use a portion of BLANK stigmas
false,think of it as investing in advance since i dont know how promising a constellation you will be in the future it is something you will have to suffer one day
true,the constellation who doesnt yet have a name has given his incarnation a BLANK
true,the worldview finds incarnation yoo joonghyuks words interesting
true,unique skill the BLANK has been activated
false,come to vedas you will die even if you win this game
true,you have won the bet
false,de stru cti on of the wor ldli ne is co ming
